index		a[]	+	b[]	=	c[]
90466		801	+	686	=	0
90467		499	+	128	=	0
90468		302	+	167	=	0
90469		646	+	909	=	0
90470		336	+	438	=	0
90471		719	+	5	=	0
90472		875	+	415	=	0
90473		92	+	852	=	0
90474		865	+	949	=	0
90475		996	+	257	=	0
90476		85	+	576	=	0
90477		286	+	35	=	0
90478		701	+	943	=	0
90479		412	+	207	=	0
90480		781	+	687	=	0
90481		873	+	29	=	0
90482		850	+	620	=	0
90483		774	+	877	=	0
90484		452	+	751	=	0
90485		307	+	452	=	0
90486		47	+	162	=	0
90487		524	+	931	=	0
90488		571	+	432	=	0
90489		393	+	353	=	0
90490		443	+	384	=	0
90491		899	+	896	=	0
90492		220	+	611	=	0
90493		996	+	550	=	0
90494		903	+	883	=	0
90495		967	+	845	=	0
90496		856	+	423	=	0
90497		304	+	132	=	0
90498		575	+	900	=	0
90499		580	+	791	=	0
90500		431	+	631	=	0
90501		196	+	61	=	0
90502		389	+	264	=	0
90503		230	+	425	=	0
90504		515	+	385	=	0
90505		469	+	332	=	0
90506		814	+	448	=	0
90507		266	+	160	=	0
90508		445	+	560	=	0
90509		626	+	920	=	0
90510		779	+	703	=	0
90511		170	+	438	=	0
90512		799	+	171	=	0
90513		297	+	748	=	0
90514		393	+	6	=	0
90515		973	+	592	=	0
90516		272	+	668	=	0
90517		217	+	826	=	0
90518		826	+	619	=	0
90519		181	+	415	=	0
90520		883	+	778	=	0
90521		838	+	27	=	0
90522		378	+	597	=	0
90523		384	+	683	=	0
90524		200	+	456	=	0
90525		969	+	33	=	0
90526		626	+	402	=	0
90527		447	+	371	=	0
90528		273	+	756	=	0
90529		109	+	70	=	0
90530		457	+	137	=	0
90531		706	+	214	=	0
90532		358	+	369	=	0
90533		283	+	130	=	0
90534		254	+	121	=	0
90535		882	+	278	=	0
90536		898	+	221	=	0
90537		494	+	48	=	0
90538		38	+	312	=	0
90539		237	+	703	=	0
90540		812	+	275	=	0
90541		824	+	609	=	0
90542		780	+	772	=	0
90543		150	+	13	=	0
90544		904	+	105	=	0
90545		539	+	352	=	0
90546		652	+	822	=	0
90547		226	+	43	=	0
90548		195	+	643	=	0
90549		617	+	492	=	0
90550		376	+	690	=	0
90551		300	+	372	=	0
90552		746	+	31	=	0
90553		45	+	66	=	0
90554		436	+	97	=	0
90555		202	+	982	=	0
90556		499	+	328	=	0
90557		839	+	200	=	0
90558		9	+	95	=	0
90559		558	+	714	=	0
90560		594	+	859	=	0
90561		700	+	683	=	0
90562		373	+	309	=	0
90563		373	+	678	=	0
90564		941	+	509	=	0
90565		755	+	34	=	0
90566		865	+	503	=	0
90567		27	+	739	=	0
90568		121	+	867	=	0
90569		641	+	585	=	0
90570		714	+	15	=	0
90571		118	+	495	=	0
90572		59	+	640	=	0
90573		206	+	423	=	0
90574		353	+	977	=	0
90575		647	+	739	=	0
90576		672	+	762	=	0
90577		782	+	519	=	0
90578		979	+	173	=	0
90579		452	+	934	=	0
90580		805	+	693	=	0
90581		777	+	635	=	0
90582		593	+	296	=	0
90583		888	+	937	=	0
90584		448	+	327	=	0
90585		444	+	244	=	0
90586		217	+	619	=	0
90587		753	+	898	=	0
90588		413	+	874	=	0
90589		126	+	492	=	0
90590		355	+	978	=	0
90591		553	+	105	=	0
90592		49	+	965	=	0
90593		219	+	613	=	0
90594		869	+	478	=	0
90595		694	+	77	=	0
90596		419	+	795	=	0
90597		76	+	79	=	0
90598		8	+	756	=	0
90599		634	+	440	=	0
90600		430	+	115	=	0
90601		229	+	213	=	0
90602		96	+	716	=	0
90603		267	+	830	=	0
90604		369	+	799	=	0
90605		182	+	224	=	0
90606		528	+	755	=	0
90607		108	+	43	=	0
90608		295	+	261	=	0
90609		59	+	83	=	0
90610		412	+	313	=	0
90611		723	+	122	=	0
90612		767	+	825	=	0
90613		124	+	982	=	0
90614		221	+	436	=	0
90615		641	+	167	=	0
90616		429	+	880	=	0
90617		549	+	259	=	0
90618		705	+	211	=	0
90619		53	+	613	=	0
90620		87	+	894	=	0
90621		966	+	268	=	0
90622		120	+	915	=	0
90623		73	+	696	=	0
90624		792	+	385	=	0
90625		892	+	883	=	0
90626		176	+	558	=	0
90627		396	+	997	=	0
90628		953	+	892	=	0
90629		631	+	488	=	0
90630		618	+	839	=	0
90631		286	+	557	=	0
90632		155	+	142	=	0
90633		498	+	518	=	0
90634		130	+	191	=	0
90635		127	+	318	=	0
90636		846	+	976	=	0
90637		615	+	334	=	0
90638		187	+	163	=	0
90639		600	+	730	=	0
90640		350	+	178	=	0
90641		320	+	27	=	0
90642		305	+	580	=	0
90643		191	+	614	=	0
90644		664	+	54	=	0
90645		927	+	645	=	0
90646		85	+	798	=	0
90647		568	+	964	=	0
90648		209	+	596	=	0
90649		487	+	655	=	0
90650		732	+	73	=	0
90651		967	+	697	=	0
90652		48	+	36	=	0
90653		112	+	504	=	0
90654		681	+	155	=	0
90655		839	+	720	=	0
90656		359	+	119	=	0
90657		327	+	901	=	0
90658		838	+	844	=	0
90659		590	+	333	=	0
90660		13	+	7	=	0
90661		115	+	797	=	0
90662		247	+	864	=	0
90663		719	+	955	=	0
90664		543	+	274	=	0
90665		1	+	236	=	0
90666		71	+	65	=	0
90667		751	+	487	=	0
90668		211	+	244	=	0
90669		449	+	153	=	0
90670		361	+	642	=	0
90671		800	+	994	=	0
90672		564	+	865	=	0
90673		135	+	416	=	0
90674		161	+	229	=	0
90675		929	+	498	=	0
90676		929	+	855	=	0
90677		379	+	656	=	0
90678		696	+	382	=	0
90679		827	+	314	=	0
90680		229	+	922	=	0
90681		74	+	126	=	0
90682		515	+	326	=	0
90683		46	+	102	=	0
90684		976	+	869	=	0
90685		931	+	793	=	0
90686		956	+	329	=	0
90687		490	+	792	=	0
90688		596	+	712	=	0
90689		282	+	155	=	0
90690		320	+	248	=	0
90691		7	+	134	=	0
90692		225	+	572	=	0
90693		912	+	463	=	0
90694		63	+	256	=	0
90695		749	+	577	=	0
90696		458	+	921	=	0
90697		745	+	253	=	0
90698		864	+	345	=	0
90699		884	+	711	=	0
90700		566	+	593	=	0
90701		477	+	463	=	0
90702		930	+	247	=	0
90703		542	+	874	=	0
90704		977	+	363	=	0
90705		151	+	464	=	0
90706		636	+	365	=	0
90707		320	+	247	=	0
90708		840	+	545	=	0
90709		753	+	128	=	0
90710		182	+	877	=	0
90711		964	+	424	=	0
90712		776	+	762	=	0
90713		670	+	682	=	0
90714		421	+	633	=	0
90715		922	+	162	=	0
90716		863	+	272	=	0
90717		479	+	341	=	0
90718		787	+	685	=	0
90719		283	+	912	=	0
90720		809	+	395	=	0
90721		135	+	822	=	0
90722		165	+	835	=	0
90723		524	+	62	=	0
90724		829	+	564	=	0
90725		486	+	556	=	0
90726		387	+	662	=	0
90727		649	+	519	=	0
90728		613	+	875	=	0
90729		282	+	539	=	0
90730		763	+	191	=	0
90731		815	+	520	=	0
90732		97	+	633	=	0
90733		409	+	666	=	0
90734		695	+	187	=	0
90735		737	+	330	=	0
90736		549	+	327	=	0
90737		705	+	5	=	0
90738		466	+	938	=	0
90739		204	+	484	=	0
90740		367	+	62	=	0
90741		472	+	556	=	0
90742		519	+	50	=	0
90743		371	+	278	=	0
90744		522	+	332	=	0
90745		324	+	786	=	0
90746		435	+	578	=	0
90747		611	+	63	=	0
90748		390	+	45	=	0
90749		588	+	278	=	0
90750		629	+	88	=	0
90751		88	+	464	=	0
90752		845	+	16	=	0
90753		877	+	157	=	0
90754		837	+	515	=	0
90755		871	+	167	=	0
90756		215	+	878	=	0
90757		686	+	998	=	0
90758		386	+	506	=	0
90759		466	+	261	=	0
90760		639	+	846	=	0
90761		84	+	213	=	0
90762		946	+	611	=	0
90763		287	+	521	=	0
90764		676	+	820	=	0
90765		575	+	313	=	0
90766		535	+	748	=	0
90767		217	+	634	=	0
90768		625	+	261	=	0
90769		211	+	718	=	0
90770		540	+	358	=	0
90771		733	+	681	=	0
90772		789	+	725	=	0
90773		576	+	356	=	0
90774		68	+	285	=	0
90775		358	+	549	=	0
90776		755	+	769	=	0
90777		163	+	214	=	0
90778		619	+	130	=	0
90779		514	+	372	=	0
90780		315	+	373	=	0
90781		547	+	43	=	0
90782		91	+	553	=	0
90783		163	+	913	=	0
90784		240	+	503	=	0
90785		348	+	32	=	0
90786		880	+	586	=	0
90787		159	+	344	=	0
90788		625	+	258	=	0
90789		743	+	629	=	0
90790		612	+	900	=	0
90791		936	+	132	=	0
90792		248	+	860	=	0
90793		240	+	11	=	0
90794		205	+	230	=	0
90795		356	+	10	=	0
90796		253	+	528	=	0
90797		918	+	805	=	0
90798		714	+	140	=	0
90799		430	+	515	=	0
90800		396	+	821	=	0
90801		471	+	972	=	0
90802		361	+	576	=	0
90803		212	+	926	=	0
90804		74	+	238	=	0
90805		490	+	488	=	0
90806		572	+	886	=	0
90807		783	+	755	=	0
90808		148	+	56	=	0
90809		3	+	662	=	0
90810		727	+	335	=	0
90811		110	+	809	=	0
90812		321	+	519	=	0
90813		723	+	765	=	0
90814		91	+	176	=	0
90815		147	+	410	=	0
90816		147	+	704	=	0
90817		77	+	8	=	0
90818		759	+	728	=	0
90819		116	+	410	=	0
90820		913	+	600	=	0
90821		505	+	367	=	0
90822		2	+	573	=	0
90823		411	+	843	=	0
90824		304	+	628	=	0
90825		453	+	54	=	0
90826		946	+	591	=	0
90827		231	+	595	=	0
90828		166	+	983	=	0
90829		767	+	924	=	0
90830		648	+	650	=	0
90831		673	+	244	=	0
90832		670	+	280	=	0
90833		436	+	445	=	0
90834		49	+	697	=	0
90835		560	+	227	=	0
90836		271	+	921	=	0
90837		485	+	601	=	0
90838		159	+	774	=	0
90839		725	+	802	=	0
90840		988	+	793	=	0
90841		205	+	675	=	0
90842		358	+	931	=	0
90843		335	+	175	=	0
90844		397	+	667	=	0
90845		404	+	882	=	0
90846		7	+	741	=	0
90847		760	+	419	=	0
90848		796	+	84	=	0
90849		902	+	956	=	0
90850		17	+	467	=	0
90851		622	+	27	=	0
90852		858	+	417	=	0
90853		205	+	286	=	0
90854		339	+	99	=	0
90855		860	+	490	=	0
90856		288	+	174	=	0
90857		579	+	77	=	0
90858		195	+	318	=	0
90859		503	+	805	=	0
90860		902	+	256	=	0
90861		297	+	72	=	0
90862		834	+	487	=	0
90863		625	+	781	=	0
90864		175	+	293	=	0
90865		139	+	739	=	0
90866		877	+	743	=	0
90867		313	+	673	=	0
90868		42	+	711	=	0
90869		985	+	190	=	0
90870		37	+	948	=	0
90871		576	+	210	=	0
90872		947	+	500	=	0
90873		47	+	412	=	0
90874		960	+	733	=	0
90875		206	+	189	=	0
90876		225	+	81	=	0
90877		190	+	524	=	0
90878		759	+	112	=	0
90879		643	+	92	=	0
90880		341	+	490	=	0
90881		353	+	900	=	0
90882		118	+	253	=	0
90883		638	+	477	=	0
90884		313	+	67	=	0
90885		689	+	841	=	0
90886		559	+	208	=	0
90887		866	+	17	=	0
90888		63	+	675	=	0
90889		322	+	664	=	0
90890		126	+	419	=	0
90891		612	+	15	=	0
90892		29	+	108	=	0
90893		604	+	800	=	0
90894		918	+	937	=	0
90895		886	+	399	=	0
90896		720	+	132	=	0
90897		530	+	301	=	0
90898		731	+	516	=	0
90899		927	+	503	=	0
90900		741	+	927	=	0
90901		30	+	903	=	0
90902		103	+	560	=	0
90903		113	+	649	=	0
90904		82	+	778	=	0
90905		195	+	185	=	0
90906		670	+	174	=	0
90907		817	+	419	=	0
90908		331	+	945	=	0
90909		370	+	131	=	0
90910		953	+	538	=	0
90911		819	+	662	=	0
90912		550	+	618	=	0
90913		270	+	712	=	0
90914		142	+	845	=	0
90915		275	+	191	=	0
90916		288	+	832	=	0
90917		959	+	336	=	0
90918		214	+	476	=	0
90919		165	+	57	=	0
90920		109	+	226	=	0
90921		771	+	855	=	0
90922		534	+	54	=	0
90923		382	+	985	=	0
90924		268	+	377	=	0
90925		632	+	276	=	0
90926		702	+	978	=	0
90927		369	+	825	=	0
90928		496	+	685	=	0
90929		411	+	964	=	0
90930		581	+	807	=	0
90931		171	+	805	=	0
90932		264	+	273	=	0
90933		45	+	468	=	0
90934		100	+	683	=	0
90935		494	+	641	=	0
90936		63	+	610	=	0
90937		928	+	922	=	0
90938		934	+	373	=	0
90939		490	+	49	=	0
90940		861	+	292	=	0
90941		310	+	829	=	0
90942		279	+	882	=	0
90943		624	+	511	=	0
90944		805	+	549	=	0
90945		643	+	952	=	0
90946		250	+	459	=	0
90947		797	+	218	=	0
90948		870	+	840	=	0
90949		94	+	692	=	0
90950		240	+	397	=	0
90951		341	+	17	=	0
90952		522	+	467	=	0
90953		628	+	467	=	0
90954		56	+	464	=	0
90955		790	+	859	=	0
90956		721	+	521	=	0
90957		173	+	749	=	0
90958		298	+	129	=	0
90959		136	+	330	=	0
90960		847	+	993	=	0
90961		965	+	174	=	0
90962		83	+	185	=	0
90963		731	+	820	=	0
90964		193	+	301	=	0
90965		300	+	766	=	0
90966		852	+	931	=	0
90967		265	+	553	=	0
90968		412	+	132	=	0
90969		375	+	400	=	0
90970		354	+	994	=	0
90971		88	+	416	=	0
90972		343	+	537	=	0
90973		533	+	828	=	0
90974		344	+	392	=	0
90975		82	+	106	=	0
90976		876	+	746	=	0
90977		618	+	493	=	0
90978		520	+	856	=	0
90979		781	+	452	=	0
90980		603	+	833	=	0
90981		327	+	515	=	0
90982		422	+	549	=	0
90983		363	+	529	=	0
90984		783	+	958	=	0
90985		752	+	2	=	0
90986		254	+	808	=	0
90987		890	+	398	=	0
90988		342	+	683	=	0
90989		708	+	922	=	0
90990		504	+	599	=	0
90991		637	+	109	=	0
90992		965	+	175	=	0
90993		225	+	533	=	0
90994		507	+	904	=	0
90995		914	+	403	=	0
90996		194	+	716	=	0
90997		221	+	828	=	0
90998		639	+	610	=	0
90999		586	+	209	=	0
91000		569	+	97	=	0
91001		583	+	82	=	0
91002		914	+	621	=	0
91003		628	+	471	=	0
91004		687	+	712	=	0
91005		404	+	719	=	0
91006		604	+	469	=	0
91007		834	+	596	=	0
91008		378	+	57	=	0
91009		418	+	590	=	0
91010		418	+	483	=	0
91011		490	+	943	=	0
91012		343	+	941	=	0
91013		272	+	959	=	0
91014		463	+	659	=	0
91015		582	+	306	=	0
91016		522	+	644	=	0
91017		76	+	582	=	0
91018		767	+	863	=	0
91019		660	+	745	=	0
91020		234	+	784	=	0
91021		796	+	43	=	0
91022		202	+	210	=	0
91023		935	+	735	=	0
91024		195	+	39	=	0
91025		909	+	488	=	0
91026		439	+	302	=	0
91027		869	+	794	=	0
91028		82	+	605	=	0
91029		616	+	998	=	0
91030		54	+	103	=	0
91031		463	+	746	=	0
91032		820	+	335	=	0
91033		679	+	512	=	0
91034		212	+	222	=	0
91035		276	+	782	=	0
91036		423	+	234	=	0
91037		677	+	478	=	0
91038		363	+	591	=	0
91039		598	+	446	=	0
91040		615	+	178	=	0
91041		419	+	651	=	0
91042		488	+	100	=	0
91043		36	+	122	=	0
91044		331	+	443	=	0
91045		395	+	864	=	0
91046		379	+	71	=	0
91047		966	+	906	=	0
91048		453	+	548	=	0
91049		457	+	943	=	0
91050		387	+	483	=	0
91051		924	+	892	=	0
91052		350	+	966	=	0
91053		381	+	280	=	0
91054		655	+	868	=	0
91055		711	+	866	=	0
91056		960	+	705	=	0
91057		283	+	103	=	0
91058		918	+	634	=	0
91059		669	+	81	=	0
91060		825	+	136	=	0
91061		371	+	308	=	0
91062		608	+	715	=	0
91063		58	+	683	=	0
91064		71	+	600	=	0
91065		714	+	82	=	0
91066		466	+	382	=	0
91067		514	+	301	=	0
91068		694	+	133	=	0
91069		22	+	465	=	0
91070		614	+	624	=	0
91071		784	+	809	=	0
91072		436	+	957	=	0
91073		614	+	701	=	0
91074		656	+	923	=	0
91075		379	+	269	=	0
91076		190	+	467	=	0
91077		312	+	916	=	0
91078		643	+	978	=	0
91079		867	+	579	=	0
91080		440	+	150	=	0
91081		600	+	435	=	0
91082		290	+	446	=	0
91083		120	+	984	=	0
91084		793	+	455	=	0
91085		792	+	186	=	0
91086		279	+	164	=	0
91087		27	+	77	=	0
91088		604	+	446	=	0
91089		66	+	363	=	0
91090		832	+	5	=	0
91091		467	+	504	=	0
91092		936	+	397	=	0
91093		296	+	871	=	0
91094		893	+	828	=	0
91095		682	+	156	=	0
91096		145	+	28	=	0
91097		813	+	873	=	0
91098		275	+	764	=	0
91099		509	+	596	=	0
91100		797	+	595	=	0
91101		425	+	889	=	0
91102		428	+	352	=	0
91103		112	+	916	=	0
91104		375	+	91	=	0
91105		609	+	378	=	0
91106		540	+	712	=	0
91107		399	+	49	=	0
91108		928	+	758	=	0
91109		717	+	421	=	0
91110		502	+	259	=	0
91111		254	+	652	=	0
91112		193	+	706	=	0
91113		592	+	564	=	0
91114		501	+	911	=	0
91115		842	+	779	=	0
91116		283	+	90	=	0
91117		972	+	159	=	0
91118		571	+	771	=	0
91119		333	+	792	=	0
91120		551	+	685	=	0
91121		291	+	99	=	0
91122		149	+	901	=	0
91123		566	+	152	=	0
91124		382	+	325	=	0
91125		46	+	182	=	0
91126		653	+	748	=	0
91127		727	+	989	=	0
91128		946	+	833	=	0
91129		258	+	44	=	0
91130		623	+	488	=	0
91131		510	+	388	=	0
91132		874	+	883	=	0
91133		22	+	109	=	0
91134		493	+	101	=	0
91135		220	+	152	=	0
91136		818	+	427	=	0
91137		934	+	708	=	0
91138		531	+	916	=	0
91139		57	+	509	=	0
91140		401	+	211	=	0
91141		764	+	834	=	0
91142		195	+	106	=	0
91143		710	+	70	=	0
91144		114	+	929	=	0
91145		906	+	681	=	0
91146		195	+	119	=	0
91147		297	+	191	=	0
91148		388	+	327	=	0
91149		248	+	218	=	0
91150		946	+	511	=	0
91151		693	+	587	=	0
91152		914	+	926	=	0
91153		908	+	991	=	0
91154		294	+	428	=	0
91155		655	+	32	=	0
91156		443	+	239	=	0
91157		429	+	889	=	0
91158		249	+	859	=	0
91159		970	+	782	=	0
91160		530	+	153	=	0
91161		712	+	675	=	0
91162		343	+	987	=	0
91163		683	+	708	=	0
91164		455	+	182	=	0
91165		331	+	565	=	0
91166		185	+	425	=	0
91167		134	+	979	=	0
91168		765	+	661	=	0
91169		661	+	563	=	0
91170		246	+	62	=	0
91171		0	+	81	=	0
91172		618	+	338	=	0
91173		148	+	227	=	0
91174		973	+	863	=	0
91175		971	+	695	=	0
91176		146	+	841	=	0
91177		628	+	522	=	0
91178		628	+	228	=	0
91179		309	+	443	=	0
91180		596	+	311	=	0
91181		799	+	296	=	0
91182		668	+	58	=	0
91183		553	+	119	=	0
91184		884	+	57	=	0
91185		951	+	639	=	0
91186		234	+	305	=	0
91187		268	+	232	=	0
91188		87	+	843	=	0
91189		334	+	488	=	0
91190		192	+	463	=	0
91191		569	+	592	=	0
91192		34	+	971	=	0
91193		687	+	391	=	0
91194		418	+	75	=	0
91195		278	+	45	=	0
91196		683	+	755	=	0
91197		722	+	154	=	0
91198		425	+	651	=	0
91199		189	+	551	=	0
91200		366	+	410	=	0
91201		316	+	733	=	0
91202		843	+	830	=	0
91203		956	+	277	=	0
91204		202	+	499	=	0
91205		717	+	753	=	0
91206		537	+	27	=	0
91207		621	+	241	=	0
91208		153	+	156	=	0
91209		464	+	208	=	0
91210		744	+	248	=	0
91211		87	+	680	=	0
91212		244	+	729	=	0
91213		718	+	178	=	0
91214		385	+	235	=	0
91215		211	+	731	=	0
91216		269	+	887	=	0
91217		603	+	492	=	0
91218		625	+	405	=	0
91219		327	+	993	=	0
91220		363	+	689	=	0
91221		568	+	860	=	0
91222		842	+	946	=	0
91223		70	+	322	=	0
91224		49	+	655	=	0
91225		79	+	38	=	0
91226		448	+	490	=	0
91227		694	+	197	=	0
91228		855	+	554	=	0
91229		714	+	546	=	0
91230		52	+	563	=	0
91231		409	+	99	=	0
91232		391	+	833	=	0
91233		741	+	860	=	0
91234		636	+	517	=	0
91235		270	+	298	=	0
91236		393	+	206	=	0
91237		471	+	18	=	0
91238		441	+	404	=	0
91239		629	+	35	=	0
91240		384	+	898	=	0
91241		501	+	474	=	0
91242		568	+	570	=	0
91243		453	+	429	=	0
91244		283	+	957	=	0
91245		183	+	265	=	0
91246		130	+	715	=	0
91247		346	+	311	=	0
91248		261	+	767	=	0
91249		433	+	381	=	0
91250		204	+	214	=	0
91251		135	+	401	=	0
91252		701	+	482	=	0
91253		787	+	500	=	0
91254		407	+	843	=	0
91255		865	+	492	=	0
91256		943	+	189	=	0
91257		937	+	10	=	0
91258		417	+	279	=	0
91259		948	+	886	=	0
91260		881	+	75	=	0
91261		676	+	639	=	0
91262		290	+	258	=	0
91263		435	+	240	=	0
91264		223	+	314	=	0
91265		463	+	199	=	0
91266		88	+	802	=	0
91267		436	+	655	=	0
91268		815	+	356	=	0
91269		491	+	944	=	0
91270		852	+	492	=	0
91271		346	+	790	=	0
91272		166	+	9	=	0
91273		443	+	440	=	0
91274		507	+	202	=	0
91275		618	+	65	=	0
91276		585	+	451	=	0
91277		289	+	572	=	0
91278		13	+	320	=	0
91279		790	+	204	=	0
91280		973	+	505	=	0
91281		623	+	522	=	0
91282		857	+	838	=	0
91283		613	+	698	=	0
91284		151	+	541	=	0
91285		799	+	288	=	0
91286		552	+	74	=	0
91287		496	+	7	=	0
91288		308	+	710	=	0
91289		620	+	386	=	0
91290		389	+	411	=	0
91291		670	+	911	=	0
91292		755	+	270	=	0
91293		894	+	104	=	0
91294		980	+	750	=	0
91295		986	+	972	=	0
91296		862	+	549	=	0
91297		322	+	158	=	0
91298		511	+	445	=	0
91299		800	+	548	=	0
91300		477	+	692	=	0
91301		776	+	603	=	0
91302		322	+	99	=	0
91303		740	+	368	=	0
91304		515	+	51	=	0
91305		147	+	74	=	0
91306		353	+	537	=	0
91307		171	+	351	=	0
91308		103	+	588	=	0
91309		212	+	804	=	0
91310		604	+	492	=	0
91311		991	+	65	=	0
91312		596	+	757	=	0
91313		975	+	747	=	0
91314		90	+	765	=	0
91315		63	+	740	=	0
91316		681	+	570	=	0
91317		261	+	488	=	0
91318		715	+	639	=	0
91319		125	+	618	=	0
91320		49	+	433	=	0
91321		944	+	559	=	0
91322		885	+	701	=	0
91323		646	+	992	=	0
91324		156	+	404	=	0
91325		970	+	838	=	0
91326		808	+	673	=	0
91327		470	+	681	=	0
91328		461	+	850	=	0
91329		79	+	761	=	0
91330		602	+	662	=	0
91331		625	+	489	=	0
91332		2	+	111	=	0
91333		174	+	681	=	0
91334		788	+	487	=	0
91335		163	+	715	=	0
91336		759	+	431	=	0
91337		316	+	496	=	0
91338		514	+	350	=	0
91339		785	+	660	=	0
91340		403	+	823	=	0
91341		281	+	207	=	0
91342		247	+	286	=	0
91343		246	+	237	=	0
91344		938	+	260	=	0
91345		672	+	505	=	0
91346		559	+	97	=	0
91347		407	+	997	=	0
91348		801	+	890	=	0
91349		211	+	213	=	0
91350		795	+	227	=	0
91351		527	+	765	=	0
91352		685	+	494	=	0
91353		38	+	607	=	0
91354		968	+	116	=	0
91355		740	+	930	=	0
91356		380	+	892	=	0
91357		959	+	280	=	0
91358		848	+	506	=	0
91359		607	+	598	=	0
91360		786	+	218	=	0
91361		340	+	649	=	0
91362		672	+	981	=	0
91363		256	+	911	=	0
91364		862	+	355	=	0
91365		149	+	484	=	0
91366		32	+	234	=	0
91367		816	+	158	=	0
91368		915	+	477	=	0
91369		270	+	211	=	0
91370		783	+	265	=	0
91371		821	+	290	=	0
91372		743	+	764	=	0
91373		438	+	951	=	0
91374		508	+	374	=	0
91375		2	+	611	=	0
91376		959	+	669	=	0
91377		747	+	627	=	0
91378		230	+	556	=	0
91379		948	+	327	=	0
91380		249	+	667	=	0
91381		307	+	726	=	0
91382		533	+	605	=	0
91383		94	+	968	=	0
91384		656	+	645	=	0
91385		180	+	692	=	0
91386		390	+	475	=	0
91387		502	+	444	=	0
91388		36	+	766	=	0
91389		694	+	21	=	0
91390		91	+	650	=	0
91391		38	+	339	=	0
91392		455	+	196	=	0
91393		99	+	309	=	0
91394		417	+	315	=	0
91395		188	+	93	=	0
91396		450	+	322	=	0
91397		318	+	235	=	0
91398		760	+	531	=	0
91399		818	+	946	=	0
91400		542	+	366	=	0
91401		249	+	802	=	0
91402		799	+	290	=	0
91403		718	+	848	=	0
91404		923	+	635	=	0
91405		13	+	587	=	0
91406		501	+	349	=	0
91407		555	+	528	=	0
91408		468	+	24	=	0
91409		918	+	329	=	0
91410		993	+	780	=	0
91411		606	+	737	=	0
91412		304	+	991	=	0
91413		357	+	907	=	0
91414		523	+	925	=	0
91415		139	+	364	=	0
91416		19	+	719	=	0
91417		268	+	125	=	0
91418		984	+	743	=	0
91419		566	+	102	=	0
91420		187	+	211	=	0
91421		461	+	808	=	0
91422		610	+	816	=	0
91423		786	+	905	=	0
91424		4	+	784	=	0
91425		500	+	685	=	0
91426		149	+	727	=	0
91427		765	+	235	=	0
91428		772	+	755	=	0
91429		912	+	470	=	0
91430		524	+	258	=	0
91431		137	+	637	=	0
91432		656	+	889	=	0
91433		342	+	542	=	0
91434		890	+	354	=	0
91435		68	+	94	=	0
91436		197	+	277	=	0
91437		950	+	747	=	0
91438		25	+	882	=	0
91439		121	+	414	=	0
91440		960	+	981	=	0
91441		219	+	443	=	0
91442		119	+	724	=	0
91443		686	+	547	=	0
91444		166	+	565	=	0
91445		15	+	252	=	0
91446		507	+	723	=	0
91447		52	+	471	=	0
91448		676	+	235	=	0
91449		350	+	67	=	0
91450		965	+	970	=	0
91451		178	+	856	=	0
91452		977	+	257	=	0
91453		398	+	998	=	0
91454		859	+	172	=	0
91455		187	+	679	=	0
91456		815	+	295	=	0
91457		765	+	266	=	0
91458		565	+	129	=	0
91459		251	+	849	=	0
91460		918	+	550	=	0
91461		11	+	646	=	0
91462		722	+	608	=	0
91463		589	+	713	=	0
91464		121	+	222	=	0
91465		484	+	13	=	0
91466		928	+	696	=	0
91467		544	+	172	=	0
91468		135	+	449	=	0
91469		575	+	984	=	0
91470		192	+	797	=	0
91471		997	+	76	=	0
91472		707	+	277	=	0
91473		833	+	650	=	0
91474		728	+	25	=	0
91475		339	+	998	=	0
91476		116	+	710	=	0
91477		555	+	642	=	0
91478		616	+	920	=	0
91479		379	+	963	=	0
91480		917	+	793	=	0
91481		784	+	60	=	0
91482		701	+	891	=	0
91483		509	+	507	=	0
91484		166	+	554	=	0
91485		256	+	265	=	0
91486		912	+	430	=	0
91487		265	+	893	=	0
91488		890	+	424	=	0
91489		504	+	691	=	0
91490		744	+	818	=	0
91491		222	+	600	=	0
91492		431	+	452	=	0
91493		615	+	65	=	0
91494		676	+	692	=	0
91495		679	+	269	=	0
91496		882	+	693	=	0
91497		531	+	721	=	0
91498		474	+	940	=	0
91499		273	+	843	=	0
91500		456	+	223	=	0
91501		834	+	465	=	0
91502		803	+	998	=	0
91503		630	+	170	=	0
91504		205	+	103	=	0
91505		329	+	549	=	0
91506		324	+	405	=	0
91507		869	+	944	=	0
91508		121	+	592	=	0
91509		936	+	340	=	0
91510		591	+	515	=	0
91511		512	+	360	=	0
91512		182	+	146	=	0
91513		620	+	570	=	0
91514		408	+	554	=	0
91515		36	+	541	=	0
91516		203	+	670	=	0
91517		172	+	504	=	0
91518		993	+	222	=	0
91519		660	+	163	=	0
91520		612	+	555	=	0
91521		476	+	752	=	0
91522		614	+	473	=	0
91523		943	+	303	=	0
91524		632	+	587	=	0
91525		573	+	185	=	0
91526		553	+	470	=	0
91527		990	+	250	=	0
91528		337	+	711	=	0
91529		187	+	17	=	0
91530		167	+	630	=	0
91531		927	+	482	=	0
91532		496	+	823	=	0
91533		286	+	438	=	0
91534		505	+	78	=	0
91535		84	+	808	=	0
91536		495	+	195	=	0
91537		121	+	356	=	0
91538		28	+	966	=	0
91539		732	+	627	=	0
91540		997	+	301	=	0
