index		a[]	+	b[]	=	c[]
121473		949	+	732	=	1681
121474		825	+	736	=	1561
121475		50	+	181	=	231
121476		590	+	505	=	1095
121477		853	+	819	=	1672
121478		428	+	476	=	904
121479		195	+	81	=	276
121480		316	+	175	=	491
121481		713	+	176	=	889
121482		514	+	915	=	1429
121483		351	+	170	=	521
121484		583	+	371	=	954
121485		178	+	418	=	596
121486		861	+	691	=	1552
121487		470	+	706	=	1176
121488		450	+	202	=	652
121489		140	+	301	=	441
121490		616	+	658	=	1274
121491		945	+	870	=	1815
121492		212	+	248	=	460
121493		399	+	321	=	720
121494		414	+	151	=	565
121495		440	+	352	=	792
121496		752	+	714	=	1466
121497		519	+	568	=	1087
121498		283	+	954	=	1237
121499		290	+	158	=	448
121500		622	+	68	=	690
121501		757	+	596	=	1353
121502		345	+	447	=	792
121503		832	+	80	=	912
121504		585	+	692	=	1277
121505		877	+	695	=	1572
121506		60	+	615	=	675
121507		530	+	398	=	928
121508		264	+	173	=	437
121509		662	+	345	=	1007
121510		814	+	310	=	1124
121511		497	+	144	=	641
121512		733	+	685	=	1418
121513		532	+	598	=	1130
121514		748	+	990	=	1738
121515		972	+	619	=	1591
121516		360	+	632	=	992
121517		481	+	877	=	1358
121518		216	+	634	=	850
121519		340	+	467	=	807
121520		428	+	755	=	1183
121521		808	+	250	=	1058
121522		197	+	212	=	409
121523		335	+	532	=	867
121524		865	+	577	=	1442
121525		248	+	261	=	509
121526		646	+	721	=	1367
121527		648	+	895	=	1543
121528		521	+	489	=	1010
121529		976	+	553	=	1529
121530		703	+	376	=	1079
121531		157	+	699	=	856
121532		628	+	526	=	1154
121533		613	+	429	=	1042
121534		625	+	918	=	1543
121535		656	+	601	=	1257
121536		268	+	414	=	682
121537		197	+	743	=	940
121538		35	+	84	=	119
121539		583	+	23	=	606
121540		256	+	91	=	347
121541		312	+	268	=	580
121542		732	+	943	=	1675
121543		173	+	335	=	508
121544		733	+	701	=	1434
121545		81	+	553	=	634
121546		370	+	559	=	929
121547		302	+	221	=	523
121548		377	+	158	=	535
121549		193	+	253	=	446
121550		230	+	753	=	983
121551		142	+	132	=	274
121552		815	+	261	=	1076
121553		317	+	476	=	793
121554		317	+	189	=	506
121555		731	+	537	=	1268
121556		566	+	596	=	1162
121557		83	+	702	=	785
121558		865	+	328	=	1193
121559		510	+	566	=	1076
121560		641	+	770	=	1411
121561		697	+	853	=	1550
121562		782	+	707	=	1489
121563		791	+	225	=	1016
121564		144	+	274	=	418
121565		110	+	715	=	825
121566		957	+	851	=	1808
121567		550	+	690	=	1240
121568		365	+	833	=	1198
121569		519	+	818	=	1337
121570		61	+	207	=	268
121571		90	+	489	=	579
121572		273	+	772	=	1045
121573		571	+	426	=	997
121574		37	+	717	=	754
121575		493	+	982	=	1475
121576		333	+	552	=	885
121577		679	+	7	=	686
121578		171	+	550	=	721
121579		166	+	967	=	1133
121580		353	+	560	=	913
121581		259	+	713	=	972
121582		167	+	717	=	884
121583		326	+	357	=	683
121584		336	+	74	=	410
121585		467	+	274	=	741
121586		481	+	612	=	1093
121587		204	+	975	=	1179
121588		513	+	10	=	523
121589		95	+	906	=	1001
121590		279	+	510	=	789
121591		186	+	117	=	303
121592		784	+	542	=	1326
121593		732	+	166	=	898
121594		272	+	534	=	806
121595		205	+	919	=	1124
121596		547	+	576	=	1123
121597		384	+	277	=	661
121598		28	+	878	=	906
121599		616	+	196	=	812
121600		262	+	799	=	1061
121601		370	+	410	=	780
121602		66	+	897	=	963
121603		778	+	75	=	853
121604		472	+	807	=	1279
121605		520	+	974	=	1494
121606		129	+	363	=	492
121607		43	+	797	=	840
121608		859	+	644	=	1503
121609		798	+	82	=	880
121610		790	+	435	=	1225
121611		539	+	0	=	539
121612		392	+	59	=	451
121613		6	+	273	=	279
121614		676	+	352	=	1028
121615		724	+	719	=	1443
121616		801	+	1	=	802
121617		979	+	628	=	1607
121618		807	+	816	=	1623
121619		442	+	317	=	759
121620		524	+	370	=	894
121621		789	+	756	=	1545
121622		553	+	186	=	739
121623		450	+	989	=	1439
121624		775	+	171	=	946
121625		208	+	572	=	780
121626		238	+	286	=	524
121627		801	+	349	=	1150
121628		134	+	848	=	982
121629		188	+	859	=	1047
121630		215	+	480	=	695
121631		112	+	885	=	997
121632		727	+	776	=	1503
121633		358	+	926	=	1284
121634		898	+	681	=	1579
121635		991	+	445	=	1436
121636		95	+	244	=	339
121637		390	+	749	=	1139
121638		560	+	454	=	1014
121639		22	+	645	=	667
121640		330	+	539	=	869
121641		295	+	514	=	809
121642		558	+	375	=	933
121643		245	+	83	=	328
121644		446	+	496	=	942
121645		610	+	333	=	943
121646		252	+	328	=	580
121647		478	+	640	=	1118
121648		168	+	931	=	1099
121649		116	+	370	=	486
121650		801	+	292	=	1093
121651		214	+	419	=	633
121652		31	+	148	=	179
121653		123	+	745	=	868
121654		126	+	125	=	251
121655		232	+	933	=	1165
121656		980	+	643	=	1623
121657		941	+	693	=	1634
121658		430	+	549	=	979
121659		594	+	235	=	829
121660		816	+	891	=	1707
121661		425	+	54	=	479
121662		437	+	520	=	957
121663		677	+	375	=	1052
121664		142	+	610	=	752
121665		708	+	623	=	1331
121666		486	+	7	=	493
121667		993	+	647	=	1640
121668		997	+	443	=	1440
121669		797	+	672	=	1469
121670		498	+	719	=	1217
121671		783	+	469	=	1252
121672		71	+	180	=	251
121673		105	+	421	=	526
121674		344	+	145	=	489
121675		725	+	589	=	1314
121676		620	+	96	=	716
121677		400	+	446	=	846
121678		80	+	703	=	783
121679		958	+	698	=	1656
121680		16	+	134	=	150
121681		830	+	949	=	1779
121682		351	+	909	=	1260
121683		207	+	521	=	728
121684		80	+	896	=	976
121685		603	+	523	=	1126
121686		894	+	245	=	1139
121687		539	+	853	=	1392
121688		993	+	325	=	1318
121689		291	+	379	=	670
121690		450	+	290	=	740
121691		216	+	377	=	593
121692		354	+	352	=	706
121693		847	+	68	=	915
121694		534	+	782	=	1316
121695		31	+	665	=	696
121696		277	+	463	=	740
121697		794	+	908	=	1702
121698		140	+	404	=	544
121699		128	+	346	=	474
121700		954	+	916	=	1870
121701		973	+	584	=	1557
121702		264	+	503	=	767
121703		60	+	365	=	425
121704		331	+	591	=	922
121705		316	+	541	=	857
121706		942	+	369	=	1311
121707		570	+	48	=	618
121708		865	+	234	=	1099
121709		87	+	778	=	865
121710		654	+	453	=	1107
121711		307	+	548	=	855
121712		302	+	500	=	802
121713		689	+	196	=	885
121714		727	+	389	=	1116
121715		957	+	712	=	1669
121716		873	+	319	=	1192
121717		652	+	816	=	1468
121718		833	+	316	=	1149
121719		299	+	269	=	568
121720		717	+	202	=	919
121721		539	+	21	=	560
121722		746	+	325	=	1071
121723		451	+	496	=	947
121724		890	+	31	=	921
121725		822	+	31	=	853
121726		730	+	131	=	861
121727		583	+	372	=	955
121728		515	+	486	=	1001
121729		378	+	37	=	415
121730		558	+	551	=	1109
121731		125	+	357	=	482
121732		54	+	560	=	614
121733		231	+	172	=	403
121734		793	+	765	=	1558
121735		439	+	45	=	484
121736		439	+	485	=	924
121737		400	+	225	=	625
121738		526	+	823	=	1349
121739		988	+	835	=	1823
121740		285	+	135	=	420
121741		231	+	347	=	578
121742		624	+	328	=	952
121743		357	+	535	=	892
121744		68	+	68	=	136
121745		342	+	559	=	901
121746		283	+	834	=	1117
121747		920	+	999	=	1919
121748		225	+	736	=	961
121749		78	+	507	=	585
121750		72	+	490	=	562
121751		289	+	853	=	1142
121752		673	+	177	=	850
121753		348	+	163	=	511
121754		684	+	854	=	1538
121755		932	+	391	=	1323
121756		490	+	345	=	835
121757		871	+	383	=	1254
121758		865	+	814	=	1679
121759		52	+	726	=	778
121760		624	+	839	=	1463
121761		68	+	418	=	486
121762		52	+	976	=	1028
121763		95	+	808	=	903
121764		306	+	350	=	656
121765		106	+	740	=	846
121766		869	+	850	=	1719
121767		887	+	838	=	1725
121768		178	+	653	=	831
121769		446	+	209	=	655
121770		891	+	131	=	1022
121771		35	+	710	=	745
121772		601	+	869	=	1470
121773		544	+	321	=	865
121774		21	+	74	=	95
121775		788	+	314	=	1102
121776		40	+	727	=	767
121777		124	+	638	=	762
121778		522	+	503	=	1025
121779		865	+	702	=	1567
121780		568	+	83	=	651
121781		538	+	857	=	1395
121782		586	+	301	=	887
121783		667	+	358	=	1025
121784		68	+	698	=	766
121785		998	+	269	=	1267
121786		250	+	462	=	712
121787		442	+	783	=	1225
121788		297	+	556	=	853
121789		129	+	482	=	611
121790		628	+	695	=	1323
121791		846	+	113	=	959
121792		989	+	371	=	1360
121793		854	+	75	=	929
121794		84	+	895	=	979
121795		302	+	515	=	817
121796		101	+	951	=	1052
121797		910	+	977	=	1887
121798		429	+	484	=	913
121799		757	+	991	=	1748
121800		109	+	503	=	612
121801		157	+	614	=	771
121802		674	+	838	=	1512
121803		456	+	817	=	1273
121804		380	+	430	=	810
121805		818	+	482	=	1300
121806		725	+	210	=	935
121807		433	+	693	=	1126
121808		797	+	747	=	1544
121809		451	+	882	=	1333
121810		100	+	729	=	829
121811		711	+	830	=	1541
121812		183	+	680	=	863
121813		303	+	748	=	1051
121814		503	+	903	=	1406
121815		443	+	223	=	666
121816		422	+	901	=	1323
121817		618	+	116	=	734
121818		275	+	580	=	855
121819		845	+	470	=	1315
121820		72	+	618	=	690
121821		348	+	306	=	654
121822		90	+	22	=	112
121823		453	+	532	=	985
121824		376	+	544	=	920
121825		114	+	113	=	227
121826		200	+	301	=	501
121827		323	+	143	=	466
121828		679	+	105	=	784
121829		875	+	954	=	1829
121830		255	+	13	=	268
121831		247	+	296	=	543
121832		478	+	363	=	841
121833		389	+	943	=	1332
121834		669	+	799	=	1468
121835		537	+	149	=	686
121836		878	+	425	=	1303
121837		766	+	0	=	766
121838		769	+	713	=	1482
121839		971	+	864	=	1835
121840		528	+	786	=	1314
121841		123	+	122	=	245
121842		753	+	2	=	755
121843		530	+	470	=	1000
121844		805	+	232	=	1037
121845		565	+	443	=	1008
121846		799	+	831	=	1630
121847		313	+	433	=	746
121848		407	+	770	=	1177
121849		254	+	631	=	885
121850		975	+	328	=	1303
121851		157	+	942	=	1099
121852		725	+	795	=	1520
121853		432	+	446	=	878
121854		243	+	427	=	670
121855		746	+	599	=	1345
121856		171	+	208	=	379
121857		71	+	91	=	162
121858		863	+	408	=	1271
121859		420	+	739	=	1159
121860		896	+	942	=	1838
121861		618	+	127	=	745
121862		53	+	396	=	449
121863		247	+	769	=	1016
121864		151	+	410	=	561
121865		78	+	780	=	858
121866		51	+	559	=	610
121867		256	+	617	=	873
121868		895	+	79	=	974
121869		483	+	890	=	1373
121870		800	+	101	=	901
121871		466	+	635	=	1101
121872		579	+	115	=	694
121873		93	+	806	=	899
121874		370	+	193	=	563
121875		242	+	862	=	1104
121876		946	+	58	=	1004
121877		596	+	286	=	882
121878		603	+	237	=	840
121879		51	+	658	=	709
121880		79	+	442	=	521
121881		36	+	358	=	394
121882		487	+	371	=	858
121883		547	+	230	=	777
121884		786	+	501	=	1287
121885		366	+	646	=	1012
121886		159	+	927	=	1086
121887		980	+	315	=	1295
121888		374	+	291	=	665
121889		869	+	649	=	1518
121890		386	+	746	=	1132
121891		939	+	967	=	1906
121892		761	+	741	=	1502
121893		602	+	32	=	634
121894		607	+	977	=	1584
121895		188	+	203	=	391
121896		607	+	435	=	1042
121897		81	+	397	=	478
121898		844	+	972	=	1816
121899		205	+	981	=	1186
121900		919	+	230	=	1149
121901		377	+	89	=	466
121902		82	+	352	=	434
121903		598	+	431	=	1029
121904		372	+	391	=	763
121905		392	+	534	=	926
121906		222	+	22	=	244
121907		616	+	862	=	1478
121908		574	+	94	=	668
121909		820	+	309	=	1129
121910		889	+	425	=	1314
121911		283	+	188	=	471
121912		343	+	132	=	475
121913		11	+	993	=	1004
121914		489	+	59	=	548
121915		30	+	54	=	84
121916		166	+	538	=	704
121917		53	+	962	=	1015
121918		295	+	617	=	912
121919		27	+	527	=	554
121920		903	+	175	=	1078
121921		733	+	276	=	1009
121922		695	+	227	=	922
121923		608	+	107	=	715
121924		665	+	94	=	759
121925		443	+	893	=	1336
121926		83	+	717	=	800
121927		423	+	845	=	1268
121928		942	+	382	=	1324
121929		868	+	611	=	1479
121930		224	+	584	=	808
121931		54	+	850	=	904
121932		287	+	104	=	391
121933		777	+	843	=	1620
121934		263	+	753	=	1016
121935		200	+	827	=	1027
121936		486	+	348	=	834
121937		972	+	755	=	1727
121938		893	+	361	=	1254
121939		107	+	942	=	1049
121940		969	+	661	=	1630
121941		278	+	393	=	671
121942		788	+	12	=	800
121943		88	+	158	=	246
121944		254	+	976	=	1230
121945		308	+	313	=	621
121946		351	+	826	=	1177
121947		470	+	983	=	1453
121948		394	+	553	=	947
121949		245	+	139	=	384
121950		722	+	513	=	1235
121951		911	+	3	=	914
121952		992	+	22	=	1014
121953		37	+	914	=	951
121954		872	+	913	=	1785
121955		305	+	592	=	897
121956		312	+	50	=	362
121957		374	+	247	=	621
121958		571	+	727	=	1298
121959		686	+	23	=	709
121960		405	+	811	=	1216
121961		994	+	692	=	1686
121962		448	+	786	=	1234
121963		165	+	518	=	683
121964		718	+	76	=	794
121965		161	+	90	=	251
121966		376	+	745	=	1121
121967		183	+	247	=	430
121968		646	+	180	=	826
121969		633	+	299	=	932
121970		192	+	931	=	1123
121971		19	+	959	=	978
121972		100	+	693	=	793
121973		393	+	265	=	658
121974		273	+	301	=	574
121975		322	+	88	=	410
121976		716	+	958	=	1674
121977		206	+	245	=	451
121978		57	+	24	=	81
121979		651	+	736	=	1387
121980		612	+	578	=	1190
121981		310	+	536	=	846
121982		664	+	248	=	912
121983		968	+	127	=	1095
121984		792	+	447	=	1239
121985		543	+	285	=	828
121986		612	+	718	=	1330
121987		760	+	701	=	1461
121988		862	+	199	=	1061
121989		241	+	549	=	790
121990		470	+	967	=	1437
121991		795	+	449	=	1244
121992		91	+	130	=	221
121993		464	+	762	=	1226
121994		459	+	587	=	1046
121995		209	+	595	=	804
121996		548	+	602	=	1150
121997		555	+	613	=	1168
121998		299	+	382	=	681
121999		147	+	732	=	879
122000		662	+	622	=	1284
122001		560	+	849	=	1409
122002		701	+	835	=	1536
122003		736	+	152	=	888
122004		14	+	48	=	62
122005		438	+	573	=	1011
122006		474	+	444	=	918
122007		66	+	651	=	717
122008		785	+	447	=	1232
122009		368	+	101	=	469
122010		205	+	315	=	520
122011		974	+	345	=	1319
122012		350	+	797	=	1147
122013		537	+	593	=	1130
122014		193	+	300	=	493
122015		991	+	364	=	1355
122016		71	+	146	=	217
122017		91	+	565	=	656
122018		227	+	169	=	396
122019		84	+	866	=	950
122020		556	+	591	=	1147
122021		510	+	871	=	1381
122022		100	+	781	=	881
122023		253	+	220	=	473
122024		480	+	900	=	1380
122025		63	+	21	=	84
122026		281	+	609	=	890
122027		546	+	608	=	1154
122028		498	+	523	=	1021
122029		207	+	812	=	1019
122030		298	+	874	=	1172
122031		5	+	240	=	245
122032		724	+	867	=	1591
122033		552	+	538	=	1090
122034		462	+	97	=	559
122035		99	+	609	=	708
122036		376	+	125	=	501
122037		835	+	813	=	1648
122038		365	+	977	=	1342
122039		710	+	365	=	1075
122040		902	+	426	=	1328
122041		541	+	809	=	1350
122042		245	+	821	=	1066
122043		454	+	530	=	984
122044		287	+	11	=	298
122045		293	+	439	=	732
122046		534	+	303	=	837
122047		83	+	97	=	180
122048		214	+	736	=	950
122049		439	+	240	=	679
122050		414	+	482	=	896
122051		5	+	135	=	140
122052		249	+	586	=	835
122053		796	+	134	=	930
122054		862	+	129	=	991
122055		645	+	279	=	924
122056		436	+	64	=	500
122057		800	+	355	=	1155
122058		322	+	630	=	952
122059		385	+	702	=	1087
122060		902	+	598	=	1500
122061		139	+	472	=	611
122062		557	+	276	=	833
122063		819	+	581	=	1400
122064		947	+	881	=	1828
122065		793	+	279	=	1072
122066		826	+	517	=	1343
122067		490	+	339	=	829
122068		768	+	781	=	1549
122069		626	+	866	=	1492
122070		77	+	53	=	130
122071		264	+	368	=	632
122072		818	+	31	=	849
122073		922	+	914	=	1836
122074		544	+	973	=	1517
122075		723	+	628	=	1351
122076		415	+	99	=	514
122077		98	+	280	=	378
122078		758	+	505	=	1263
122079		501	+	558	=	1059
122080		219	+	375	=	594
122081		197	+	256	=	453
122082		484	+	418	=	902
122083		403	+	637	=	1040
122084		949	+	694	=	1643
122085		332	+	177	=	509
122086		74	+	356	=	430
122087		937	+	490	=	1427
122088		440	+	415	=	855
122089		994	+	270	=	1264
122090		143	+	809	=	952
122091		781	+	99	=	880
122092		482	+	899	=	1381
122093		833	+	528	=	1361
122094		802	+	261	=	1063
122095		39	+	410	=	449
122096		984	+	858	=	1842
122097		83	+	905	=	988
122098		834	+	888	=	1722
122099		752	+	661	=	1413
122100		624	+	182	=	806
122101		234	+	995	=	1229
122102		351	+	439	=	790
122103		424	+	716	=	1140
122104		741	+	479	=	1220
122105		489	+	575	=	1064
122106		86	+	355	=	441
122107		797	+	821	=	1618
122108		415	+	861	=	1276
122109		320	+	710	=	1030
122110		321	+	536	=	857
122111		115	+	899	=	1014
122112		240	+	681	=	921
122113		124	+	332	=	456
122114		133	+	655	=	788
122115		239	+	955	=	1194
122116		281	+	45	=	326
122117		196	+	920	=	1116
122118		674	+	957	=	1631
122119		715	+	565	=	1280
122120		587	+	127	=	714
122121		118	+	349	=	467
122122		615	+	386	=	1001
122123		942	+	481	=	1423
122124		342	+	418	=	760
122125		848	+	228	=	1076
122126		451	+	651	=	1102
122127		496	+	304	=	800
122128		181	+	69	=	250
122129		607	+	399	=	1006
122130		837	+	777	=	1614
122131		266	+	583	=	849
122132		759	+	418	=	1177
122133		931	+	80	=	1011
122134		781	+	823	=	1604
122135		196	+	775	=	971
122136		192	+	904	=	1096
122137		673	+	872	=	1545
122138		936	+	167	=	1103
122139		309	+	447	=	756
122140		46	+	714	=	760
122141		480	+	472	=	952
122142		64	+	646	=	710
122143		183	+	353	=	536
122144		45	+	118	=	163
122145		828	+	876	=	1704
122146		673	+	259	=	932
122147		392	+	753	=	1145
122148		251	+	150	=	401
122149		158	+	435	=	593
122150		446	+	741	=	1187
122151		714	+	65	=	779
122152		125	+	762	=	887
122153		490	+	328	=	818
122154		298	+	754	=	1052
122155		460	+	72	=	532
122156		664	+	996	=	1660
122157		128	+	740	=	868
122158		535	+	120	=	655
122159		335	+	454	=	789
122160		496	+	635	=	1131
122161		932	+	594	=	1526
122162		107	+	672	=	779
122163		873	+	193	=	1066
122164		837	+	192	=	1029
122165		910	+	849	=	1759
122166		877	+	438	=	1315
122167		510	+	603	=	1113
122168		841	+	292	=	1133
122169		218	+	966	=	1184
122170		613	+	226	=	839
122171		810	+	690	=	1500
122172		220	+	457	=	677
122173		713	+	391	=	1104
122174		209	+	698	=	907
122175		576	+	766	=	1342
122176		16	+	764	=	780
122177		70	+	681	=	751
122178		569	+	374	=	943
122179		358	+	543	=	901
122180		717	+	137	=	854
122181		529	+	178	=	707
122182		324	+	434	=	758
122183		519	+	5	=	524
122184		150	+	495	=	645
122185		584	+	96	=	680
122186		600	+	688	=	1288
122187		775	+	550	=	1325
122188		322	+	624	=	946
122189		233	+	617	=	850
122190		934	+	259	=	1193
122191		155	+	900	=	1055
122192		740	+	594	=	1334
122193		474	+	168	=	642
122194		764	+	445	=	1209
122195		958	+	963	=	1921
122196		443	+	289	=	732
122197		442	+	951	=	1393
122198		233	+	738	=	971
122199		373	+	335	=	708
122200		746	+	10	=	756
122201		556	+	399	=	955
122202		181	+	499	=	680
122203		164	+	884	=	1048
122204		233	+	738	=	971
122205		771	+	442	=	1213
122206		294	+	708	=	1002
122207		550	+	909	=	1459
122208		155	+	317	=	472
122209		688	+	617	=	1305
122210		364	+	294	=	658
122211		714	+	526	=	1240
122212		686	+	519	=	1205
122213		310	+	454	=	764
122214		94	+	150	=	244
122215		96	+	177	=	273
122216		910	+	886	=	1796
122217		487	+	620	=	1107
122218		546	+	580	=	1126
122219		480	+	373	=	853
122220		35	+	142	=	177
122221		644	+	257	=	901
122222		913	+	973	=	1886
122223		403	+	834	=	1237
122224		638	+	836	=	1474
122225		33	+	955	=	988
122226		312	+	585	=	897
122227		592	+	286	=	878
122228		240	+	179	=	419
122229		183	+	881	=	1064
122230		361	+	725	=	1086
122231		945	+	259	=	1204
122232		810	+	43	=	853
122233		200	+	101	=	301
122234		624	+	570	=	1194
122235		155	+	215	=	370
122236		462	+	589	=	1051
122237		790	+	984	=	1774
122238		78	+	773	=	851
122239		746	+	163	=	909
122240		381	+	392	=	773
122241		676	+	710	=	1386
122242		522	+	237	=	759
122243		722	+	981	=	1703
122244		15	+	191	=	206
122245		348	+	950	=	1298
122246		227	+	80	=	307
122247		567	+	62	=	629
122248		734	+	112	=	846
122249		903	+	20	=	923
122250		79	+	438	=	517
122251		782	+	220	=	1002
122252		603	+	774	=	1377
122253		152	+	447	=	599
122254		119	+	852	=	971
122255		842	+	64	=	906
122256		232	+	632	=	864
122257		562	+	938	=	1500
122258		640	+	195	=	835
122259		928	+	97	=	1025
122260		44	+	416	=	460
122261		941	+	519	=	1460
122262		619	+	318	=	937
122263		538	+	512	=	1050
122264		90	+	526	=	616
122265		45	+	383	=	428
122266		310	+	872	=	1182
122267		416	+	18	=	434
122268		434	+	962	=	1396
122269		523	+	996	=	1519
122270		866	+	675	=	1541
122271		883	+	993	=	1876
122272		158	+	917	=	1075
122273		946	+	831	=	1777
122274		587	+	194	=	781
122275		728	+	572	=	1300
122276		478	+	129	=	607
122277		874	+	738	=	1612
122278		739	+	336	=	1075
122279		131	+	754	=	885
122280		637	+	964	=	1601
122281		921	+	32	=	953
122282		455	+	887	=	1342
122283		505	+	851	=	1356
122284		282	+	361	=	643
122285		469	+	584	=	1053
122286		352	+	802	=	1154
122287		221	+	783	=	1004
122288		248	+	407	=	655
122289		860	+	182	=	1042
122290		251	+	995	=	1246
122291		36	+	788	=	824
122292		55	+	472	=	527
122293		140	+	361	=	501
122294		985	+	286	=	1271
122295		777	+	381	=	1158
122296		257	+	442	=	699
122297		371	+	406	=	777
122298		688	+	987	=	1675
122299		194	+	477	=	671
122300		597	+	354	=	951
122301		872	+	299	=	1171
122302		881	+	280	=	1161
122303		369	+	784	=	1153
122304		175	+	741	=	916
122305		952	+	541	=	1493
122306		256	+	613	=	869
122307		228	+	347	=	575
122308		165	+	229	=	394
122309		507	+	739	=	1246
122310		798	+	111	=	909
122311		373	+	967	=	1340
122312		716	+	386	=	1102
122313		780	+	776	=	1556
122314		850	+	470	=	1320
122315		90	+	874	=	964
122316		409	+	662	=	1071
122317		924	+	221	=	1145
122318		724	+	414	=	1138
122319		70	+	30	=	100
122320		497	+	663	=	1160
122321		111	+	133	=	244
122322		265	+	857	=	1122
122323		838	+	64	=	902
122324		321	+	129	=	450
122325		53	+	56	=	109
122326		586	+	547	=	1133
122327		205	+	770	=	975
122328		599	+	394	=	993
122329		75	+	480	=	555
122330		357	+	885	=	1242
122331		425	+	697	=	1122
122332		175	+	180	=	355
122333		592	+	871	=	1463
122334		194	+	68	=	262
122335		692	+	535	=	1227
122336		662	+	326	=	988
122337		72	+	711	=	783
122338		375	+	791	=	1166
122339		332	+	971	=	1303
122340		851	+	771	=	1622
122341		940	+	560	=	1500
122342		493	+	284	=	777
122343		27	+	796	=	823
122344		681	+	938	=	1619
122345		32	+	221	=	253
122346		57	+	811	=	868
122347		128	+	818	=	946
122348		935	+	749	=	1684
122349		692	+	759	=	1451
122350		36	+	360	=	396
122351		68	+	997	=	1065
122352		936	+	290	=	1226
122353		347	+	393	=	740
122354		955	+	502	=	1457
122355		869	+	548	=	1417
122356		275	+	629	=	904
122357		335	+	99	=	434
122358		167	+	871	=	1038
122359		750	+	199	=	949
122360		788	+	899	=	1687
122361		435	+	535	=	970
122362		301	+	381	=	682
122363		590	+	93	=	683
122364		849	+	8	=	857
122365		816	+	71	=	887
122366		264	+	437	=	701
122367		725	+	95	=	820
122368		5	+	754	=	759
122369		297	+	365	=	662
122370		107	+	638	=	745
122371		770	+	490	=	1260
122372		161	+	348	=	509
122373		791	+	353	=	1144
122374		991	+	47	=	1038
122375		447	+	186	=	633
122376		398	+	797	=	1195
122377		149	+	254	=	403
122378		715	+	686	=	1401
122379		827	+	58	=	885
122380		964	+	846	=	1810
122381		101	+	749	=	850
122382		398	+	465	=	863
122383		815	+	492	=	1307
122384		143	+	327	=	470
122385		289	+	409	=	698
122386		439	+	569	=	1008
122387		50	+	944	=	994
122388		964	+	987	=	1951
122389		563	+	602	=	1165
122390		86	+	409	=	495
122391		421	+	340	=	761
122392		112	+	559	=	671
122393		349	+	346	=	695
122394		121	+	908	=	1029
122395		87	+	1	=	88
122396		146	+	487	=	633
122397		530	+	107	=	637
122398		928	+	869	=	1797
122399		722	+	998	=	1720
122400		740	+	257	=	997
122401		3	+	143	=	146
122402		529	+	453	=	982
122403		653	+	803	=	1456
122404		565	+	239	=	804
122405		291	+	958	=	1249
122406		76	+	512	=	588
122407		600	+	231	=	831
122408		114	+	753	=	867
122409		988	+	612	=	1600
122410		384	+	719	=	1103
122411		779	+	122	=	901
122412		449	+	330	=	779
122413		863	+	824	=	1687
122414		612	+	400	=	1012
122415		223	+	940	=	1163
122416		76	+	663	=	739
122417		200	+	14	=	214
122418		223	+	10	=	233
122419		451	+	644	=	1095
122420		356	+	443	=	799
122421		623	+	597	=	1220
122422		321	+	466	=	787
122423		377	+	178	=	555
122424		244	+	357	=	601
122425		97	+	378	=	475
122426		800	+	585	=	1385
122427		702	+	373	=	1075
122428		978	+	415	=	1393
122429		404	+	107	=	511
122430		412	+	763	=	1175
122431		557	+	94	=	651
122432		249	+	377	=	626
122433		183	+	69	=	252
122434		338	+	681	=	1019
122435		477	+	491	=	968
122436		689	+	341	=	1030
122437		288	+	295	=	583
122438		917	+	639	=	1556
122439		303	+	413	=	716
122440		693	+	985	=	1678
122441		484	+	877	=	1361
122442		704	+	455	=	1159
122443		657	+	154	=	811
122444		492	+	655	=	1147
122445		538	+	534	=	1072
122446		558	+	221	=	779
122447		357	+	916	=	1273
122448		546	+	336	=	882
122449		800	+	422	=	1222
122450		194	+	697	=	891
122451		226	+	352	=	578
122452		500	+	549	=	1049
122453		325	+	197	=	522
122454		999	+	425	=	1424
122455		394	+	152	=	546
122456		239	+	429	=	668
122457		805	+	637	=	1442
122458		170	+	76	=	246
122459		66	+	546	=	612
122460		105	+	674	=	779
122461		424	+	512	=	936
122462		19	+	831	=	850
122463		486	+	614	=	1100
122464		534	+	116	=	650
122465		212	+	784	=	996
122466		847	+	83	=	930
122467		586	+	684	=	1270
122468		308	+	628	=	936
122469		782	+	205	=	987
122470		601	+	5	=	606
122471		826	+	59	=	885
122472		80	+	818	=	898
122473		493	+	555	=	1048
122474		236	+	749	=	985
122475		51	+	379	=	430
122476		47	+	432	=	479
122477		303	+	281	=	584
122478		266	+	136	=	402
122479		664	+	844	=	1508
122480		742	+	468	=	1210
122481		121	+	699	=	820
122482		857	+	119	=	976
122483		678	+	157	=	835
122484		59	+	10	=	69
122485		556	+	897	=	1453
122486		97	+	821	=	918
122487		168	+	14	=	182
122488		1	+	991	=	992
122489		291	+	589	=	880
122490		447	+	733	=	1180
122491		196	+	934	=	1130
122492		440	+	831	=	1271
122493		726	+	913	=	1639
122494		973	+	473	=	1446
122495		379	+	711	=	1090
122496		746	+	785	=	1531
122497		314	+	543	=	857
122498		751	+	108	=	859
122499		245	+	428	=	673
122500		279	+	998	=	1277
122501		86	+	607	=	693
122502		296	+	105	=	401
122503		219	+	882	=	1101
122504		906	+	661	=	1567
122505		719	+	765	=	1484
122506		619	+	378	=	997
122507		939	+	708	=	1647
122508		986	+	882	=	1868
122509		21	+	848	=	869
122510		618	+	202	=	820
122511		976	+	533	=	1509
