index		a[]	+	b[]	=	c[]
7677		832	+	805	=	1637
7678		332	+	647	=	979
7679		613	+	709	=	1322
7680		930	+	357	=	1287
7681		201	+	819	=	1020
7682		631	+	97	=	728
7683		226	+	481	=	707
7684		269	+	479	=	748
7685		191	+	471	=	662
7686		908	+	945	=	1853
7687		40	+	688	=	728
7688		355	+	71	=	426
7689		270	+	597	=	867
7690		879	+	528	=	1407
7691		203	+	824	=	1027
7692		745	+	729	=	1474
7693		549	+	724	=	1273
7694		979	+	140	=	1119
7695		7	+	891	=	898
7696		411	+	898	=	1309
7697		289	+	112	=	401
7698		524	+	115	=	639
7699		10	+	726	=	736
7700		233	+	709	=	942
7701		723	+	440	=	1163
7702		611	+	252	=	863
7703		413	+	107	=	520
7704		741	+	513	=	1254
7705		894	+	881	=	1775
7706		173	+	550	=	723
7707		296	+	271	=	567
7708		414	+	905	=	1319
7709		834	+	281	=	1115
7710		213	+	967	=	1180
7711		179	+	141	=	320
7712		544	+	219	=	763
7713		524	+	749	=	1273
7714		597	+	47	=	644
7715		541	+	569	=	1110
7716		882	+	978	=	1860
7717		403	+	940	=	1343
7718		633	+	722	=	1355
7719		185	+	222	=	407
7720		375	+	580	=	955
7721		916	+	530	=	1446
7722		516	+	354	=	870
7723		244	+	88	=	332
7724		629	+	476	=	1105
7725		447	+	854	=	1301
7726		257	+	346	=	603
7727		368	+	19	=	387
7728		841	+	977	=	1818
7729		200	+	484	=	684
7730		236	+	308	=	544
7731		692	+	50	=	742
7732		449	+	389	=	838
7733		880	+	916	=	1796
7734		102	+	4	=	106
7735		745	+	817	=	1562
7736		560	+	247	=	807
7737		65	+	872	=	937
7738		204	+	635	=	839
7739		383	+	228	=	611
7740		30	+	482	=	512
7741		229	+	954	=	1183
7742		376	+	749	=	1125
7743		582	+	533	=	1115
7744		166	+	468	=	634
7745		319	+	828	=	1147
7746		951	+	875	=	1826
7747		261	+	497	=	758
7748		750	+	919	=	1669
7749		112	+	910	=	1022
7750		881	+	930	=	1811
7751		415	+	124	=	539
7752		258	+	899	=	1157
7753		220	+	140	=	360
7754		573	+	882	=	1455
7755		977	+	321	=	1298
7756		841	+	602	=	1443
7757		27	+	621	=	648
7758		34	+	440	=	474
7759		453	+	907	=	1360
7760		806	+	395	=	1201
7761		32	+	661	=	693
7762		367	+	980	=	1347
7763		746	+	151	=	897
7764		185	+	952	=	1137
7765		141	+	763	=	904
7766		804	+	427	=	1231
7767		906	+	895	=	1801
7768		243	+	255	=	498
7769		965	+	860	=	1825
7770		926	+	70	=	996
7771		219	+	216	=	435
7772		942	+	157	=	1099
7773		769	+	31	=	800
7774		199	+	473	=	672
7775		78	+	349	=	427
7776		330	+	334	=	664
7777		964	+	695	=	1659
7778		772	+	646	=	1418
7779		803	+	698	=	1501
7780		577	+	47	=	624
7781		551	+	684	=	1235
7782		205	+	144	=	349
7783		931	+	258	=	1189
7784		716	+	284	=	1000
7785		269	+	161	=	430
7786		840	+	968	=	1808
7787		228	+	746	=	974
7788		796	+	410	=	1206
7789		696	+	423	=	1119
7790		575	+	627	=	1202
7791		712	+	747	=	1459
7792		266	+	39	=	305
7793		586	+	474	=	1060
7794		957	+	385	=	1342
7795		247	+	347	=	594
7796		335	+	636	=	971
7797		468	+	711	=	1179
7798		925	+	520	=	1445
7799		56	+	861	=	917
7800		693	+	522	=	1215
7801		875	+	4	=	879
7802		324	+	903	=	1227
7803		820	+	189	=	1009
7804		292	+	730	=	1022
7805		590	+	639	=	1229
7806		601	+	4	=	605
7807		540	+	973	=	1513
7808		422	+	131	=	553
7809		682	+	606	=	1288
7810		220	+	271	=	491
7811		358	+	219	=	577
7812		755	+	24	=	779
7813		334	+	718	=	1052
7814		772	+	556	=	1328
7815		84	+	800	=	884
7816		846	+	448	=	1294
7817		303	+	715	=	1018
7818		959	+	156	=	1115
7819		972	+	274	=	1246
7820		134	+	892	=	1026
7821		317	+	815	=	1132
7822		759	+	964	=	1723
7823		209	+	347	=	556
7824		30	+	413	=	443
7825		813	+	603	=	1416
7826		591	+	629	=	1220
7827		344	+	416	=	760
7828		485	+	227	=	712
7829		133	+	639	=	772
7830		594	+	739	=	1333
7831		204	+	387	=	591
7832		967	+	415	=	1382
7833		922	+	384	=	1306
7834		996	+	335	=	1331
7835		587	+	714	=	1301
7836		146	+	849	=	995
7837		981	+	221	=	1202
7838		191	+	125	=	316
7839		991	+	406	=	1397
7840		442	+	323	=	765
7841		617	+	737	=	1354
7842		375	+	814	=	1189
7843		806	+	724	=	1530
7844		293	+	596	=	889
7845		927	+	548	=	1475
7846		670	+	46	=	716
7847		842	+	383	=	1225
7848		663	+	182	=	845
7849		643	+	770	=	1413
7850		721	+	71	=	792
7851		497	+	668	=	1165
7852		40	+	657	=	697
7853		301	+	426	=	727
7854		618	+	124	=	742
7855		622	+	900	=	1522
7856		825	+	941	=	1766
7857		744	+	648	=	1392
7858		76	+	431	=	507
7859		574	+	678	=	1252
7860		67	+	660	=	727
7861		790	+	812	=	1602
7862		554	+	317	=	871
7863		277	+	994	=	1271
7864		968	+	149	=	1117
7865		922	+	928	=	1850
7866		160	+	716	=	876
7867		767	+	743	=	1510
7868		647	+	315	=	962
7869		541	+	366	=	907
7870		423	+	164	=	587
7871		767	+	30	=	797
7872		772	+	756	=	1528
7873		226	+	576	=	802
7874		702	+	419	=	1121
7875		643	+	493	=	1136
7876		46	+	123	=	169
7877		177	+	398	=	575
7878		532	+	575	=	1107
7879		557	+	182	=	739
7880		496	+	662	=	1158
7881		760	+	980	=	1740
7882		303	+	720	=	1023
7883		548	+	301	=	849
7884		384	+	928	=	1312
7885		741	+	809	=	1550
7886		800	+	698	=	1498
7887		17	+	445	=	462
7888		227	+	896	=	1123
7889		334	+	826	=	1160
7890		996	+	432	=	1428
7891		394	+	371	=	765
7892		127	+	792	=	919
7893		249	+	108	=	357
7894		397	+	172	=	569
7895		819	+	585	=	1404
7896		752	+	631	=	1383
7897		236	+	413	=	649
7898		647	+	248	=	895
7899		760	+	613	=	1373
7900		555	+	775	=	1330
7901		22	+	588	=	610
7902		371	+	673	=	1044
7903		660	+	312	=	972
7904		950	+	128	=	1078
7905		420	+	532	=	952
7906		744	+	918	=	1662
7907		213	+	191	=	404
7908		22	+	651	=	673
7909		317	+	573	=	890
7910		677	+	485	=	1162
7911		430	+	61	=	491
7912		591	+	448	=	1039
7913		974	+	779	=	1753
7914		728	+	263	=	991
7915		179	+	703	=	882
7916		352	+	545	=	897
7917		583	+	133	=	716
7918		570	+	591	=	1161
7919		609	+	942	=	1551
7920		660	+	396	=	1056
7921		380	+	199	=	579
7922		392	+	350	=	742
7923		339	+	353	=	692
7924		867	+	789	=	1656
7925		165	+	25	=	190
7926		635	+	610	=	1245
7927		454	+	681	=	1135
7928		991	+	842	=	1833
7929		142	+	766	=	908
7930		977	+	747	=	1724
7931		582	+	507	=	1089
7932		783	+	797	=	1580
7933		96	+	710	=	806
7934		259	+	980	=	1239
7935		7	+	633	=	640
7936		359	+	286	=	645
7937		655	+	628	=	1283
7938		197	+	456	=	653
7939		245	+	633	=	878
7940		846	+	774	=	1620
7941		194	+	760	=	954
7942		41	+	970	=	1011
7943		348	+	732	=	1080
7944		46	+	717	=	763
7945		989	+	822	=	1811
7946		403	+	940	=	1343
7947		368	+	481	=	849
7948		48	+	500	=	548
7949		386	+	413	=	799
7950		574	+	625	=	1199
7951		926	+	664	=	1590
7952		469	+	252	=	721
7953		300	+	986	=	1286
7954		614	+	523	=	1137
7955		330	+	95	=	425
7956		566	+	741	=	1307
7957		578	+	442	=	1020
7958		629	+	14	=	643
7959		494	+	184	=	678
7960		973	+	384	=	1357
7961		306	+	299	=	605
7962		215	+	643	=	858
7963		634	+	761	=	1395
7964		626	+	30	=	656
7965		516	+	940	=	1456
7966		389	+	870	=	1259
7967		598	+	994	=	1592
7968		999	+	926	=	1925
7969		75	+	504	=	579
7970		141	+	96	=	237
7971		618	+	483	=	1101
7972		756	+	771	=	1527
7973		807	+	31	=	838
7974		176	+	910	=	1086
7975		743	+	524	=	1267
7976		108	+	27	=	135
7977		430	+	77	=	507
7978		123	+	912	=	1035
7979		171	+	931	=	1102
7980		190	+	634	=	824
7981		862	+	818	=	1680
7982		78	+	10	=	88
7983		184	+	569	=	753
7984		845	+	581	=	1426
7985		892	+	16	=	908
7986		704	+	974	=	1678
7987		901	+	221	=	1122
7988		960	+	583	=	1543
7989		913	+	856	=	1769
7990		122	+	153	=	275
7991		332	+	384	=	716
7992		371	+	8	=	379
7993		8	+	173	=	181
7994		575	+	58	=	633
7995		699	+	559	=	1258
7996		460	+	737	=	1197
7997		881	+	406	=	1287
7998		755	+	438	=	1193
7999		539	+	12	=	551
8000		255	+	897	=	1152
8001		672	+	417	=	1089
8002		505	+	982	=	1487
8003		828	+	253	=	1081
8004		610	+	538	=	1148
8005		239	+	75	=	314
8006		482	+	495	=	977
8007		967	+	148	=	1115
8008		105	+	556	=	661
8009		0	+	665	=	665
8010		293	+	185	=	478
8011		562	+	429	=	991
8012		116	+	170	=	286
8013		572	+	130	=	702
8014		498	+	33	=	531
8015		680	+	699	=	1379
8016		364	+	425	=	789
8017		879	+	738	=	1617
8018		246	+	272	=	518
8019		742	+	204	=	946
8020		562	+	636	=	1198
8021		441	+	913	=	1354
8022		474	+	713	=	1187
8023		743	+	416	=	1159
8024		240	+	82	=	322
8025		142	+	466	=	608
8026		195	+	423	=	618
8027		873	+	238	=	1111
8028		349	+	869	=	1218
8029		479	+	549	=	1028
8030		428	+	700	=	1128
8031		86	+	686	=	772
8032		661	+	893	=	1554
8033		55	+	773	=	828
8034		367	+	947	=	1314
8035		452	+	144	=	596
8036		951	+	52	=	1003
8037		719	+	195	=	914
8038		48	+	839	=	887
8039		989	+	700	=	1689
8040		54	+	96	=	150
8041		251	+	321	=	572
8042		475	+	921	=	1396
8043		367	+	968	=	1335
8044		545	+	716	=	1261
8045		458	+	519	=	977
8046		96	+	135	=	231
8047		861	+	14	=	875
8048		754	+	670	=	1424
8049		290	+	985	=	1275
8050		278	+	671	=	949
8051		156	+	130	=	286
8052		571	+	834	=	1405
8053		354	+	343	=	697
8054		429	+	696	=	1125
8055		423	+	800	=	1223
8056		716	+	590	=	1306
8057		222	+	572	=	794
8058		523	+	322	=	845
8059		708	+	748	=	1456
8060		902	+	461	=	1363
8061		446	+	728	=	1174
8062		864	+	521	=	1385
8063		109	+	401	=	510
8064		603	+	764	=	1367
8065		215	+	598	=	813
8066		425	+	134	=	559
8067		752	+	435	=	1187
8068		100	+	208	=	308
8069		865	+	847	=	1712
8070		41	+	901	=	942
8071		927	+	660	=	1587
8072		282	+	357	=	639
8073		191	+	397	=	588
8074		539	+	592	=	1131
8075		25	+	691	=	716
8076		813	+	496	=	1309
8077		618	+	0	=	618
8078		522	+	370	=	892
8079		791	+	784	=	1575
8080		56	+	359	=	415
8081		311	+	972	=	1283
8082		922	+	45	=	967
8083		64	+	9	=	73
8084		571	+	267	=	838
8085		156	+	793	=	949
8086		580	+	789	=	1369
8087		613	+	209	=	822
8088		623	+	901	=	1524
8089		143	+	570	=	713
8090		157	+	955	=	1112
8091		837	+	891	=	1728
8092		182	+	390	=	572
8093		767	+	687	=	1454
8094		135	+	915	=	1050
8095		98	+	619	=	717
8096		313	+	974	=	1287
8097		296	+	764	=	1060
8098		223	+	607	=	830
8099		74	+	790	=	864
8100		599	+	518	=	1117
8101		140	+	103	=	243
8102		245	+	257	=	502
8103		216	+	357	=	573
8104		37	+	365	=	402
8105		373	+	397	=	770
8106		48	+	124	=	172
8107		360	+	126	=	486
8108		640	+	119	=	759
8109		228	+	741	=	969
8110		271	+	948	=	1219
8111		150	+	739	=	889
8112		229	+	609	=	838
8113		740	+	764	=	1504
8114		449	+	346	=	795
8115		0	+	929	=	929
8116		458	+	102	=	560
8117		808	+	760	=	1568
8118		206	+	993	=	1199
8119		472	+	929	=	1401
8120		634	+	766	=	1400
8121		953	+	853	=	1806
8122		851	+	139	=	990
8123		275	+	387	=	662
8124		101	+	994	=	1095
8125		113	+	483	=	596
8126		234	+	748	=	982
8127		228	+	726	=	954
8128		709	+	601	=	1310
8129		755	+	61	=	816
8130		223	+	278	=	501
8131		913	+	25	=	938
8132		538	+	342	=	880
8133		160	+	883	=	1043
8134		365	+	404	=	769
8135		741	+	734	=	1475
8136		415	+	295	=	710
8137		35	+	442	=	477
8138		175	+	527	=	702
8139		117	+	649	=	766
8140		363	+	40	=	403
8141		614	+	295	=	909
8142		527	+	924	=	1451
8143		771	+	382	=	1153
8144		849	+	462	=	1311
8145		764	+	343	=	1107
8146		211	+	212	=	423
8147		886	+	128	=	1014
8148		816	+	196	=	1012
8149		812	+	890	=	1702
8150		131	+	227	=	358
8151		312	+	330	=	642
8152		268	+	553	=	821
8153		548	+	499	=	1047
8154		900	+	841	=	1741
8155		654	+	570	=	1224
8156		651	+	152	=	803
8157		468	+	626	=	1094
8158		696	+	36	=	732
8159		451	+	721	=	1172
8160		793	+	343	=	1136
8161		735	+	131	=	866
8162		739	+	443	=	1182
8163		382	+	269	=	651
8164		924	+	728	=	1652
8165		389	+	28	=	417
8166		183	+	685	=	868
8167		936	+	423	=	1359
8168		665	+	476	=	1141
8169		500	+	730	=	1230
8170		178	+	424	=	602
8171		351	+	21	=	372
8172		469	+	635	=	1104
8173		954	+	293	=	1247
8174		787	+	971	=	1758
8175		333	+	441	=	774
8176		876	+	572	=	1448
8177		948	+	775	=	1723
8178		712	+	597	=	1309
8179		793	+	696	=	1489
8180		78	+	948	=	1026
8181		362	+	145	=	507
8182		867	+	26	=	893
8183		525	+	700	=	1225
8184		965	+	479	=	1444
8185		441	+	670	=	1111
8186		824	+	877	=	1701
8187		526	+	858	=	1384
8188		745	+	664	=	1409
8189		968	+	942	=	1910
8190		281	+	873	=	1154
8191		408	+	221	=	629
8192		716	+	815	=	1531
8193		460	+	229	=	689
8194		466	+	783	=	1249
8195		208	+	105	=	313
8196		150	+	269	=	419
8197		444	+	689	=	1133
8198		869	+	292	=	1161
8199		919	+	832	=	1751
8200		882	+	82	=	964
8201		469	+	919	=	1388
8202		232	+	592	=	824
8203		502	+	617	=	1119
8204		526	+	360	=	886
8205		111	+	287	=	398
8206		698	+	911	=	1609
8207		132	+	956	=	1088
8208		119	+	446	=	565
8209		710	+	275	=	985
8210		609	+	139	=	748
8211		873	+	872	=	1745
8212		59	+	981	=	1040
8213		730	+	940	=	1670
8214		543	+	545	=	1088
8215		887	+	709	=	1596
8216		14	+	446	=	460
8217		527	+	677	=	1204
8218		456	+	448	=	904
8219		988	+	586	=	1574
8220		446	+	947	=	1393
8221		366	+	406	=	772
8222		525	+	509	=	1034
8223		354	+	224	=	578
8224		478	+	945	=	1423
8225		74	+	763	=	837
8226		485	+	593	=	1078
8227		503	+	661	=	1164
8228		918	+	12	=	930
8229		788	+	474	=	1262
8230		743	+	337	=	1080
8231		893	+	362	=	1255
8232		314	+	139	=	453
8233		567	+	209	=	776
8234		361	+	421	=	782
8235		162	+	965	=	1127
8236		255	+	824	=	1079
8237		493	+	445	=	938
8238		524	+	418	=	942
8239		385	+	352	=	737
8240		305	+	737	=	1042
8241		848	+	908	=	1756
8242		405	+	561	=	966
8243		199	+	512	=	711
8244		191	+	698	=	889
8245		570	+	772	=	1342
8246		366	+	549	=	915
8247		559	+	343	=	902
8248		85	+	904	=	989
8249		854	+	681	=	1535
8250		778	+	904	=	1682
8251		591	+	706	=	1297
8252		362	+	31	=	393
8253		565	+	379	=	944
8254		421	+	111	=	532
8255		929	+	348	=	1277
8256		464	+	349	=	813
8257		569	+	989	=	1558
8258		954	+	17	=	971
8259		763	+	753	=	1516
8260		158	+	550	=	708
8261		37	+	72	=	109
8262		739	+	781	=	1520
8263		975	+	188	=	1163
8264		289	+	358	=	647
8265		963	+	254	=	1217
8266		509	+	921	=	1430
8267		307	+	442	=	749
8268		758	+	249	=	1007
8269		196	+	16	=	212
8270		449	+	83	=	532
8271		386	+	204	=	590
8272		242	+	719	=	961
8273		317	+	656	=	973
8274		452	+	964	=	1416
8275		922	+	857	=	1779
8276		755	+	184	=	939
8277		460	+	751	=	1211
8278		464	+	960	=	1424
8279		84	+	809	=	893
8280		468	+	524	=	992
8281		551	+	225	=	776
8282		625	+	679	=	1304
8283		967	+	555	=	1522
8284		557	+	334	=	891
8285		317	+	300	=	617
8286		40	+	623	=	663
8287		853	+	592	=	1445
8288		208	+	956	=	1164
8289		786	+	316	=	1102
8290		723	+	888	=	1611
8291		332	+	46	=	378
8292		574	+	161	=	735
8293		423	+	18	=	441
8294		875	+	734	=	1609
8295		367	+	406	=	773
8296		55	+	531	=	586
8297		280	+	256	=	536
8298		933	+	483	=	1416
8299		226	+	574	=	800
8300		989	+	246	=	1235
8301		165	+	703	=	868
8302		202	+	811	=	1013
8303		585	+	936	=	1521
8304		123	+	46	=	169
8305		914	+	817	=	1731
8306		791	+	838	=	1629
8307		346	+	993	=	1339
8308		486	+	377	=	863
8309		287	+	143	=	430
8310		581	+	545	=	1126
8311		622	+	91	=	713
8312		834	+	987	=	1821
8313		896	+	772	=	1668
8314		978	+	356	=	1334
8315		133	+	548	=	681
8316		408	+	655	=	1063
8317		758	+	297	=	1055
8318		838	+	214	=	1052
8319		767	+	340	=	1107
8320		328	+	381	=	709
8321		484	+	767	=	1251
8322		951	+	117	=	1068
8323		707	+	587	=	1294
8324		556	+	207	=	763
8325		27	+	768	=	795
8326		622	+	390	=	1012
8327		419	+	729	=	1148
8328		477	+	603	=	1080
8329		455	+	334	=	789
8330		808	+	883	=	1691
8331		662	+	971	=	1633
8332		284	+	804	=	1088
8333		191	+	754	=	945
8334		197	+	192	=	389
8335		45	+	357	=	402
8336		290	+	225	=	515
8337		825	+	374	=	1199
8338		772	+	53	=	825
8339		391	+	162	=	553
8340		664	+	364	=	1028
8341		859	+	827	=	1686
8342		78	+	992	=	1070
8343		182	+	862	=	1044
8344		240	+	963	=	1203
8345		555	+	333	=	888
8346		438	+	136	=	574
8347		719	+	789	=	1508
8348		209	+	875	=	1084
8349		641	+	578	=	1219
8350		656	+	362	=	1018
8351		694	+	57	=	751
8352		592	+	552	=	1144
8353		39	+	446	=	485
8354		254	+	232	=	486
8355		999	+	272	=	1271
8356		578	+	735	=	1313
8357		80	+	394	=	474
8358		996	+	861	=	1857
8359		102	+	251	=	353
8360		266	+	597	=	863
8361		342	+	992	=	1334
8362		158	+	746	=	904
8363		671	+	160	=	831
8364		129	+	228	=	357
8365		522	+	105	=	627
8366		700	+	900	=	1600
8367		447	+	657	=	1104
8368		937	+	677	=	1614
8369		849	+	392	=	1241
8370		669	+	564	=	1233
8371		362	+	452	=	814
8372		721	+	81	=	802
8373		65	+	68	=	133
8374		697	+	533	=	1230
8375		691	+	641	=	1332
8376		821	+	902	=	1723
8377		271	+	601	=	872
8378		222	+	602	=	824
8379		511	+	230	=	741
8380		107	+	329	=	436
8381		100	+	503	=	603
8382		948	+	701	=	1649
8383		738	+	126	=	864
8384		382	+	86	=	468
8385		444	+	682	=	1126
8386		25	+	681	=	706
8387		704	+	917	=	1621
8388		798	+	337	=	1135
8389		966	+	584	=	1550
8390		702	+	337	=	1039
8391		997	+	686	=	1683
8392		55	+	457	=	512
8393		879	+	815	=	1694
8394		159	+	847	=	1006
8395		462	+	286	=	748
8396		862	+	279	=	1141
8397		183	+	541	=	724
8398		359	+	990	=	1349
8399		622	+	878	=	1500
8400		639	+	908	=	1547
8401		402	+	853	=	1255
8402		602	+	8	=	610
8403		178	+	869	=	1047
8404		474	+	80	=	554
8405		480	+	976	=	1456
8406		801	+	857	=	1658
8407		693	+	564	=	1257
8408		169	+	708	=	877
8409		477	+	122	=	599
8410		697	+	186	=	883
8411		140	+	672	=	812
8412		395	+	897	=	1292
8413		890	+	281	=	1171
8414		556	+	711	=	1267
8415		387	+	315	=	702
8416		236	+	678	=	914
8417		306	+	810	=	1116
8418		879	+	993	=	1872
8419		399	+	187	=	586
8420		459	+	294	=	753
8421		382	+	643	=	1025
8422		522	+	700	=	1222
8423		610	+	129	=	739
8424		554	+	743	=	1297
8425		689	+	74	=	763
8426		836	+	578	=	1414
8427		626	+	340	=	966
8428		434	+	564	=	998
8429		653	+	692	=	1345
8430		436	+	903	=	1339
8431		482	+	980	=	1462
8432		589	+	572	=	1161
8433		820	+	55	=	875
8434		841	+	107	=	948
8435		143	+	735	=	878
8436		121	+	834	=	955
8437		992	+	49	=	1041
8438		131	+	499	=	630
8439		812	+	687	=	1499
8440		420	+	595	=	1015
8441		684	+	823	=	1507
8442		311	+	240	=	551
8443		623	+	65	=	688
8444		219	+	379	=	598
8445		912	+	271	=	1183
8446		167	+	790	=	957
8447		49	+	704	=	753
8448		1	+	176	=	177
8449		385	+	390	=	775
8450		208	+	846	=	1054
8451		114	+	361	=	475
8452		414	+	732	=	1146
8453		942	+	26	=	968
8454		394	+	909	=	1303
8455		755	+	293	=	1048
8456		861	+	632	=	1493
8457		708	+	121	=	829
8458		364	+	947	=	1311
8459		835	+	233	=	1068
8460		181	+	540	=	721
8461		724	+	112	=	836
8462		349	+	461	=	810
8463		627	+	1	=	628
8464		129	+	944	=	1073
8465		520	+	981	=	1501
8466		740	+	732	=	1472
8467		177	+	825	=	1002
8468		944	+	662	=	1606
8469		409	+	702	=	1111
8470		49	+	843	=	892
8471		592	+	146	=	738
8472		862	+	933	=	1795
8473		556	+	16	=	572
8474		433	+	964	=	1397
8475		358	+	748	=	1106
8476		105	+	423	=	528
8477		919	+	681	=	1600
8478		622	+	188	=	810
8479		213	+	62	=	275
8480		981	+	276	=	1257
8481		289	+	62	=	351
8482		628	+	538	=	1166
8483		427	+	871	=	1298
8484		673	+	165	=	838
8485		880	+	37	=	917
8486		870	+	772	=	1642
8487		171	+	504	=	675
8488		991	+	682	=	1673
8489		793	+	924	=	1717
8490		767	+	347	=	1114
8491		217	+	960	=	1177
8492		360	+	813	=	1173
8493		876	+	737	=	1613
8494		361	+	338	=	699
8495		969	+	367	=	1336
8496		453	+	677	=	1130
8497		301	+	695	=	996
8498		338	+	835	=	1173
8499		585	+	691	=	1276
8500		911	+	732	=	1643
8501		388	+	896	=	1284
8502		297	+	425	=	722
8503		962	+	230	=	1192
8504		704	+	473	=	1177
8505		837	+	861	=	1698
8506		278	+	175	=	453
8507		363	+	902	=	1265
8508		199	+	598	=	797
8509		280	+	871	=	1151
8510		143	+	0	=	143
8511		982	+	772	=	1754
8512		793	+	58	=	851
8513		242	+	314	=	556
8514		300	+	981	=	1281
8515		65	+	229	=	294
8516		91	+	953	=	1044
8517		275	+	133	=	408
8518		116	+	554	=	670
8519		671	+	476	=	1147
8520		40	+	71	=	111
8521		879	+	371	=	1250
8522		453	+	785	=	1238
8523		445	+	894	=	1339
8524		769	+	609	=	1378
8525		901	+	45	=	946
8526		352	+	589	=	941
8527		573	+	653	=	1226
8528		136	+	277	=	413
8529		115	+	414	=	529
8530		987	+	56	=	1043
8531		518	+	109	=	627
8532		300	+	364	=	664
8533		967	+	277	=	1244
8534		6	+	166	=	172
8535		929	+	74	=	1003
8536		697	+	583	=	1280
8537		191	+	903	=	1094
8538		214	+	72	=	286
8539		269	+	632	=	901
8540		797	+	551	=	1348
8541		282	+	50	=	332
8542		804	+	10	=	814
8543		149	+	66	=	215
8544		203	+	755	=	958
8545		157	+	323	=	480
8546		303	+	469	=	772
8547		677	+	404	=	1081
8548		444	+	374	=	818
8549		128	+	617	=	745
8550		686	+	62	=	748
8551		529	+	72	=	601
8552		489	+	591	=	1080
8553		822	+	431	=	1253
8554		983	+	421	=	1404
8555		341	+	565	=	906
8556		898	+	535	=	1433
8557		280	+	742	=	1022
8558		355	+	190	=	545
8559		886	+	283	=	1169
8560		371	+	398	=	769
8561		994	+	969	=	1963
8562		959	+	884	=	1843
8563		48	+	168	=	216
8564		313	+	31	=	344
8565		804	+	343	=	1147
8566		381	+	833	=	1214
8567		421	+	966	=	1387
8568		49	+	247	=	296
8569		899	+	837	=	1736
8570		689	+	7	=	696
8571		861	+	355	=	1216
8572		41	+	314	=	355
8573		294	+	577	=	871
8574		60	+	82	=	142
8575		816	+	792	=	1608
8576		365	+	446	=	811
8577		489	+	344	=	833
8578		333	+	452	=	785
8579		990	+	907	=	1897
8580		588	+	558	=	1146
8581		53	+	945	=	998
8582		283	+	792	=	1075
8583		791	+	237	=	1028
8584		433	+	416	=	849
8585		94	+	991	=	1085
8586		228	+	263	=	491
8587		651	+	116	=	767
8588		314	+	48	=	362
8589		36	+	843	=	879
8590		17	+	662	=	679
8591		204	+	65	=	269
8592		500	+	315	=	815
8593		123	+	808	=	931
8594		375	+	886	=	1261
8595		327	+	339	=	666
8596		765	+	52	=	817
8597		707	+	741	=	1448
8598		551	+	578	=	1129
8599		215	+	811	=	1026
8600		280	+	834	=	1114
8601		624	+	439	=	1063
8602		303	+	413	=	716
8603		1	+	406	=	407
8604		461	+	304	=	765
8605		66	+	660	=	726
8606		520	+	697	=	1217
8607		241	+	487	=	728
8608		511	+	59	=	570
8609		383	+	785	=	1168
8610		702	+	689	=	1391
8611		348	+	402	=	750
8612		764	+	16	=	780
8613		748	+	421	=	1169
8614		923	+	320	=	1243
8615		195	+	65	=	260
8616		352	+	876	=	1228
8617		16	+	20	=	36
8618		516	+	936	=	1452
8619		895	+	539	=	1434
8620		274	+	522	=	796
8621		417	+	516	=	933
8622		602	+	212	=	814
8623		511	+	192	=	703
8624		717	+	681	=	1398
8625		69	+	531	=	600
8626		738	+	86	=	824
8627		196	+	478	=	674
8628		88	+	595	=	683
8629		98	+	968	=	1066
8630		29	+	706	=	735
8631		702	+	128	=	830
8632		295	+	95	=	390
8633		110	+	405	=	515
8634		41	+	104	=	145
8635		243	+	738	=	981
8636		200	+	319	=	519
8637		736	+	428	=	1164
8638		103	+	254	=	357
8639		295	+	997	=	1292
8640		791	+	979	=	1770
8641		61	+	903	=	964
8642		107	+	628	=	735
8643		479	+	937	=	1416
8644		363	+	108	=	471
8645		828	+	966	=	1794
8646		310	+	375	=	685
8647		93	+	270	=	363
8648		878	+	146	=	1024
8649		59	+	868	=	927
8650		255	+	214	=	469
8651		583	+	978	=	1561
8652		577	+	183	=	760
8653		216	+	778	=	994
8654		526	+	896	=	1422
8655		568	+	703	=	1271
8656		829	+	2	=	831
8657		16	+	819	=	835
8658		704	+	588	=	1292
8659		269	+	826	=	1095
8660		331	+	748	=	1079
8661		251	+	134	=	385
8662		406	+	831	=	1237
8663		426	+	53	=	479
8664		685	+	630	=	1315
8665		21	+	280	=	301
8666		270	+	818	=	1088
8667		450	+	917	=	1367
8668		323	+	9	=	332
8669		823	+	319	=	1142
8670		416	+	233	=	649
8671		234	+	325	=	559
8672		743	+	133	=	876
8673		901	+	336	=	1237
8674		626	+	798	=	1424
8675		31	+	177	=	208
8676		625	+	115	=	740
8677		526	+	186	=	712
8678		229	+	299	=	528
8679		451	+	947	=	1398
8680		724	+	250	=	974
8681		543	+	809	=	1352
8682		702	+	491	=	1193
8683		773	+	194	=	967
8684		479	+	102	=	581
8685		375	+	564	=	939
8686		286	+	386	=	672
8687		590	+	558	=	1148
8688		565	+	700	=	1265
8689		764	+	271	=	1035
8690		242	+	113	=	355
8691		389	+	470	=	859
8692		693	+	448	=	1141
8693		821	+	505	=	1326
8694		659	+	27	=	686
8695		315	+	642	=	957
8696		586	+	423	=	1009
8697		406	+	991	=	1397
8698		670	+	602	=	1272
8699		407	+	897	=	1304
8700		204	+	174	=	378
8701		464	+	927	=	1391
8702		150	+	267	=	417
8703		931	+	84	=	1015
8704		214	+	137	=	351
8705		662	+	110	=	772
8706		422	+	877	=	1299
8707		197	+	169	=	366
8708		406	+	164	=	570
8709		688	+	3	=	691
8710		615	+	286	=	901
8711		855	+	809	=	1664
